Date,Close,High,Low,Open,Volume
2020-01-02,27.88217544555664,27.88217544555664,27.630984059163758,27.711724086536424,28843300
2020-01-03,27.586130142211914,27.702753679359418,27.44259269136819,27.52333272135546,51363600
2020-01-06,27.56818962097168,27.586132231461384,27.325969512665214,27.334940817910066,27956100
2020-01-07,27.38876724243164,27.55024559523937,27.38876724243164,27.505390782420793,39627500
2020-01-08,27.56818962097168,27.720698387931137,27.415680854012223,27.415680854012223,47966600
2020-01-09,27.73863983154297,27.79246594964627,27.657899798837295,27.765553746145343,27705300
2020-01-10,27.532306671142578,27.765555478948823,27.49642144943321,27.75658417352148,33458200
2020-01-13,27.720701217651367,27.747615136133287,27.523337615422353,27.595106353605782,27542700
2020-01-14,27.666873931884766,27.882180137408575,27.630988708746653,27.720700055490312,37575400
2020-01-15,27.514360427856445,27.622014367670584,27.424649096528217,27.532303036342356,41457300
2020-01-16,27.756582260131836,27.756582260131836,27.58613089096544,27.648928313526365,34444000
2020-01-17,27.837322235107422,27.900119657539307,27.729668288723172,27.837322235107422,38819400
2020-01-21,27.604074478149414,27.82835197301036,27.604074478149414,27.702755412339215,41276500
2020-01-22,27.684814453125,27.75658318288074,27.648929232696386,27.693785758232153,27391000
2020-01-23,27.61304473876953,27.67584216117895,27.35288203324318,27.541276011572855,43072300
2020-01-24,27.26317024230957,27.62201558341658,27.092720587495283,27.62201558341658,58924900
2020-01-27,26.84152603149414,26.967120859437312,26.689017292805488,26.724902507132796,50289300
2020-01-28,27.155517578125,27.272141114363947,26.94021140353676,26.985066214912962,34257900
2020-01-29,27.110660552978516,27.34390933223303,27.065805742433984,27.245228406814793,41167500
2020-01-30,27.451566696166992,27.4695093070627,26.850502919973117,26.868445530868826,51210000
2020-01-31,26.87741470336914,27.254200970757566,26.778733767194655,27.218317460630896,58958800
2020-02-03,27.065811157226562,27.33494349653911,27.04786854497861,27.065811157226562,40168200
2020-02-04,27.325973510742188,27.5861362676029,27.317003915286502,27.433627478329804,79273300
2020-02-05,27.873205184936523,27.900119098768922,27.630985093749096,27.6937842260247,51086900
2020-02-06,27.837322235107422,28.0526284167745,27.783494406364582,28.02571450240308,37044400
2020-02-07,27.73863983154297,27.819379864248646,27.62201629046891,27.68481371343967,27982500
2020-02-10,27.819385528564453,27.819385528564453,27.639962816885863,27.648934123579973,17723700
2020-02-11,27.918062210083008,28.043657054690186,27.891148295766573,27.891148295766573,27997400
2020-02-12,27.936002731323242,28.151308909643294,27.900119223820603,28.06159928533599,26964200
2020-02-13,27.927034378051758,27.98983351724556,27.765556010572446,27.846296049862893,22758700
2020-02-14,27.962915420532227,27.98085802904838,27.828349278863712,27.900118001827007,22080200
2020-02-18,27.720701217651367,27.953950044522944,27.559221128963223,27.88218130633951,37768900
2020-02-19,27.927034378051758,27.998803111743094,27.78349691066909,27.81938213306555,25643300
2020-02-20,27.873205184936523,28.06159915956054,27.684812921413897,27.828350372983916,50344300
2020-02-21,27.604074478149414,27.80143805763051,27.451565713199912,27.738640632845684,51128200
2020-02-24,26.70696258544922,26.9671235710775,26.58136603377567,26.733874787799618,70455400
2020-02-25,25.800886154174805,26.76976497393484,25.67529129029348,26.715938848143086,111826900
2020-02-26,25.612485885620117,26.213549561837922,25.612485885620117,25.971331199440687,95015700
2020-02-27,24.51801109313965,25.468947014736724,24.50006848623564,25.065248626003626,143536200
2020-02-28,23.854154586791992,24.087403387723082,23.29794564440224,23.683703210899754,192063500
2020-03-02,25.0742244720459,25.0742244720459,23.64781947568399,23.899009173442348,127115500
2020-03-03,24.13225746154785,25.3433562437342,23.890037362890293,24.993483908629802,256525000
2020-03-04,24.930688858032227,24.939658452671843,24.042548411768518,24.455219920356885,124408000
2020-03-05,23.72855567932129,24.168139290529467,23.459421703758323,24.105341876228472,130265700
2020-03-06,22.921159744262695,23.18132246478219,22.454663846150904,22.65202742954045,160606600
2020-03-09,20.463083267211914,21.422990911391015,20.202922197912887,20.633534685022813,134165700
2020-03-10,21.665205001831055,21.683147611538093,20.489991443643092,21.41401531033828,149282300
2020-03-11,20.489990234375,21.216648773610075,20.20291534041059,21.001342603136766,146915400
2020-03-12,18.27413558959961,19.924816789050798,18.21133643805848,18.785488131578205,161437500
2020-03-13,20.67838478088379,20.714270002152347,18.74959862633848,19.646708624834112,160945700
2020-03-16,17.843515396118164,19.144325437940417,16.982290711869947,17.359076939003877,110661600
2020-03-17,18.812395095825195,19.009760380562966,17.52952930053691,18.25618788325853,122295100
2020-03-18,17.215543746948242,17.9870572895138,16.399173671552166,17.62821358237845,145056400
2020-03-19,17.592329025268555,17.84351874983511,16.24666391988487,16.856699041435075,105652800
2020-03-20,16.9643497467041,17.870431040477747,16.749043554782865,17.780719699401857,157840900
2020-03-23,15.977306365966797,16.827741057165948,15.82350436570324,16.682986436401563,144547900
2020-03-24,17.95863151550293,18.058149204996628,16.809640593226227,16.92725303557718,158551100
2020-03-25,18.44717788696289,19.207140255953032,17.542460945366113,18.220998651563697,162949600
2020-03-26,19.60521697998047,19.740924181542383,18.66431049467791,18.691452625234568,129753900
2020-03-27,19.008106231689453,19.605219371900773,18.591935473766195,18.809069093489313,109305600
2020-03-30,19.369991302490234,19.478558104396278,18.637170997859446,19.03524697070058,67297200
2020-03-31,18.836210250854492,19.40618300547617,18.673360892391155,19.18904937711774,83819900
2020-04-01,17.687219619750977,18.040060482214972,17.524371982011083,17.84102160451451,79185000
2020-04-02,18.130529403686523,18.27528398480248,17.515321571138333,17.578651484675227,68398300
2020-04-03,17.768646240234375,18.221004865296237,17.515326514590907,17.958637760078187,68418100
2020-04-06,19.044296264648438,19.198098256824036,18.519560360568946,18.655269320308847,69015100
2020-04-07,19.234285354614258,20.102812924328525,19.225237976728373,20.084719894167645,70950900
2020-04-08,20.075664520263672,20.202324308996438,19.306654962364306,19.52378676831056,80003400
2020-04-09,21.152280807495117,21.405602166041437,20.564215155252114,20.600404660306125,147845500
2020-04-13,20.383277893066406,21.107050918644333,20.202333773866417,21.088956161602134,66236300
2020-04-14,20.47374725341797,20.93515318238568,20.093766001656967,20.871823261360667,96169000
2020-04-15,19.58712387084961,19.7771153494769,19.48760616834087,19.659501166133616,63482000
2020-04-16,19.243331909179688,19.578076248581038,19.053340432926618,19.54188846419667,68907600
2020-04-17,20.256616592407227,20.374230789155764,19.831400149850367,19.994249514203087,88698600
2020-04-20,19.903772354125977,20.229470999388884,19.67759312282909,19.858537198110838,59063100
2020-04-21,19.261428833007812,19.641408377077894,19.189049804867594,19.29761662146691,71957900
2020-04-22,19.469512939453125,19.71378697729087,19.424276047847446,19.65950270736406,47507800
2020-04-23,19.388092041015625,19.777120756633483,19.36094990075927,19.523799291074774,71740200
2020-04-24,19.66855239868164,19.749977087536326,19.297618471948585,19.596175089212046,33825300
2020-04-27,20.338035583496094,20.446602371221903,19.831394600533603,19.867582379368503,109435100
2020-04-28,20.555164337158203,21.107042117549383,20.50992918902561,20.95324019804415,46452300
2020-04-29,21.152280807495117,21.405602166041437,20.971338459056813,21.188470312549125,70064400
