Date,Close,High,Low,Open,Volume
2020-01-02,88.83303833007812,88.83303833007812,87.81524922498443,87.98646642290292,13283500
2020-01-03,87.83428192138672,88.44305990678522,87.52989655724723,87.53941064094144,15011800
2020-01-06,88.04354858398438,88.13867490708091,86.797472128311,86.9591752661838,7815000
2020-01-07,88.00550079345703,88.44306156616668,87.87233264771746,88.19574618531333,7681800
2020-01-08,88.94720458984375,89.33719496702054,87.9389220941923,88.10063250143158,11627200
2020-01-09,89.95547485351562,90.01254484284384,89.30865503169035,89.76523671767512,7777400
2020-01-10,89.7462158203125,90.46913385788667,89.59402675073494,90.3454797852849,7665300
2020-01-13,90.8686294555664,90.97326260567263,90.10766966775331,90.15522557236187,7762200
2020-01-14,90.44056701660156,91.06835850038277,90.2978848248411,90.98275353959714,8067300
2020-01-15,90.54522705078125,90.98278058033775,90.24084167121501,90.49766388701907,7208500
2020-01-16,91.76275634765625,91.7817772563559,91.0017893715298,91.12545067799373,5771600
2020-01-17,92.38105010986328,92.46665509303108,91.69618121604233,92.19080471873545,10830500
2020-01-21,92.34300231933594,92.87567490768258,92.07666602516261,92.09568693598082,8987500
2020-01-22,92.6759262084961,93.32274605768866,92.59982804809226,92.92324160124855,7745800
2020-01-23,93.11345672607422,93.18955486766542,92.37151798835541,92.77102234603197,7478200
2020-01-24,92.6759262084961,94.00761498708314,92.35251265533981,93.7983486745326,11808700
2020-01-27,90.4691162109375,91.1825200246561,90.08863272553047,90.51667936803295,17787300
2020-01-28,92.20030212402344,92.44761745919176,91.06836583721294,91.25861119392638,15592200
2020-01-29,92.43811798095703,93.09445186535261,92.06714854815591,92.96128372317371,10563300
2020-01-30,93.23712158203125,93.32273381553487,91.83885616791648,92.40006369875505,9966800
2020-01-31,90.67839050292969,92.74250397796126,90.35497697176594,92.69494081666322,13482300
2020-02-03,91.87689971923828,92.10519417480863,90.67838648453031,90.78301962905358,12537800
2020-02-04,94.28347778320312,94.48323003771013,93.24666016833802,93.47494742247162,9548900
2020-02-05,94.83515930175781,95.88149086898912,94.15029762655192,95.83392770425313,16348500
2020-02-06,95.70074462890625,95.72927962045036,94.7971026967879,95.22514208418735,6752800
2020-02-07,94.82564544677734,95.62465430386133,94.63540005905294,95.25368486919812,8299000
2020-02-10,96.1097640991211,96.12878500797376,94.2549098013113,94.27393796728295,8173800
2020-02-11,95.78636932373047,96.92782002032538,95.50101209242203,96.84220777094858,7552900
2020-02-12,96.82316589355469,96.86121496758125,95.9004958054875,96.44268241040797,6076400
2020-02-13,96.56632995605469,97.07047471012186,95.9195102553932,96.06219245910587,7401400
2020-02-14,96.98487854003906,97.14658167769338,96.45220596559213,96.75659133057889,6196200
2020-02-18,96.62342071533203,96.8326870091173,96.10025498086888,96.2048881277615,10316600
2020-02-19,97.77438354492188,97.91706577658817,97.1846337073571,97.25121778118539,8307800
2020-02-20,96.75659942626953,97.8029237523882,95.4344247061261,97.56512243931031,13162300
2020-02-21,94.58782958984375,96.34755742688544,93.99807986439002,96.2619452013126,14949500
2020-02-24,90.67839050292969,91.99105102359319,89.22304775549156,90.0505916079692,21182600
2020-02-25,87.77722930908203,91.82936616772461,87.4538229706549,91.49644574371992,31467200
2020-02-26,88.17669677734375,90.08862077651243,87.51085620903521,88.1101127205129,27879800
2020-02-27,83.42069244384766,87.09234506590235,83.36362245460028,85.28506100661838,33912900
2020-02-28,84.0580062866211,84.85701517262997,79.95830693246099,80.10098916413965,55927200
2020-03-02,88.91866302490234,88.9376839352853,84.06751082273658,85.57041674217523,35004300
2020-03-03,85.54187774658203,90.04108121068398,84.6382357747107,89.42279642392606,47494600
2020-03-04,89.21351623535156,89.24205122370552,86.17917001700013,87.38720440951715,22363800
2020-03-05,86.3979721069336,88.49062069372005,85.83675725192018,86.83552563845731,24509500
2020-03-06,84.57166290283203,85.0758005280193,82.26974066494871,83.50631040218256,28815900
2020-03-09,78.15100860595703,81.80363243109123,77.52320980388298,77.59930794785288,29559900
2020-03-10,83.3636245727539,83.3731386569101,78.58857758024443,81.49926321973204,35582300
2020-03-11,79.42562866210938,81.63242428195747,78.29369223075444,81.12828672224722,31652100
2020-03-12,71.6733169555664,77.90371449100631,71.34039655639398,73.66133977997387,32745300
2020-03-13,80.08197784423828,80.26270191936385,72.5769684845744,76.18203024450406,32924800
2020-03-16,69.01946258544922,75.34498004619533,67.71631581154513,68.22045352032157,40622400
2020-03-17,73.7184066772461,74.61254193212596,68.42970782371178,70.64601053485512,50407300
2020-03-18,70.94087219238281,72.12036438617186,66.84117361792838,68.81968180288435,53706200
2020-03-19,71.19769287109375,73.61375444440878,68.60090728243505,70.28453694101786,61727100
2020-03-20,67.93507385253906,73.28084970564646,67.70678663582608,72.53891080848945,45222000
2020-03-23,67.31452178955078,69.05475483584107,65.11532289483667,67.59181259245054,42479200
2020-03-24,74.20850372314453,74.26587170427158,71.1009449652072,71.3877994608681,37664500
2020-03-25,74.11290740966797,77.53599825578172,72.68820561491538,74.77266125054514,28740400
2020-03-26,78.70252227783203,78.89376107255944,74.8682774549771,75.04994519120052,28212900
2020-03-27,75.14557647705078,77.6985620256273,74.82048140132345,76.26430359620895,29242700
2020-03-30,78.31049346923828,78.49216120071605,75.91049954695562,76.14954256285988,23740100
2020-03-31,76.84754943847656,79.53439053498523,76.44595163768838,78.1288164697609,19994400
2020-04-01,73.1854019165039,75.77662702518109,72.64038419689304,74.18937808683286,27492400
